date,opening_price,highest_price,lowest_price,closing_price
2014-03-26,1269000.0,1290000.0,1248000.0,1285000.0
2014-03-27,1290000.0,1333000.0,1285000.0,1333000.0
2014-03-28,1320000.0,1338000.0,1320000.0,1335000.0
2014-03-31,1345000.0,1345000.0,1322000.0,1343000.0
2014-04-01,1345000.0,1345000.0,1331000.0,1339000.0
2014-04-02,1350000.0,1357000.0,1343000.0,1357000.0
2014-04-03,1351000.0,1395000.0,1351000.0,1390000.0
2014-04-04,1377000.0,1397000.0,1377000.0,1380000.0
2014-04-07,1397000.0,1397000.0,1374000.0,1397000.0
2014-04-08,1387000.0,1399000.0,1375000.0,1394000.0
2014-04-09,1394000.0,1395000.0,1364000.0,1371000.0
2014-04-10,1369000.0,1380000.0,1360000.0,1380000.0
2014-04-11,1362000.0,1368000.0,1359000.0,1365000.0
2014-04-14,1365000.0,1386000.0,1365000.0,1370000.0
2014-04-15,1386000.0,1387000.0,1369000.0,1370000.0
2014-04-16,1370000.0,1392000.0,1363000.0,1380000.0
2014-04-17,1376000.0,1380000.0,1366000.0,1370000.0
2014-04-18,1370000.0,1379000.0,1370000.0,1378000.0
2014-04-21,1379000.0,1386000.0,1375000.0,1380000.0
2014-04-22,1374000.0,1384000.0,1371000.0,1375000.0
2014-04-23,1394000.0,1395000.0,1382000.0,1389000.0
2014-04-24,1409000.0,1409000.0,1399000.0,1407000.0
2014-04-25,1420000.0,1428000.0,1398000.0,1399000.0
2014-04-28,1404000.0,1406000.0,1382000.0,1388000.0
2014-04-29,1389000.0,1395000.0,1351000.0,1360000.0
2014-04-30,1380000.0,1381000.0,1326000.0,1343000.0
2014-05-02,1354000.0,1359000.0,1344000.0,1346000.0
2014-05-07,1350000.0,1356000.0,1340000.0,1344000.0
2014-05-08,1355000.0,1355000.0,1344000.0,1350000.0
2014-05-09,1356000.0,1358000.0,1326000.0,1335000.0
2014-05-12,1336000.0,1395000.0,1332000.0,1388000.0
2014-05-13,1388000.0,1425000.0,1388000.0,1400000.0
2014-05-14,1409000.0,1415000.0,1401000.0,1415000.0
2014-05-15,1414000.0,1419000.0,1403000.0,1410000.0
2014-05-16,1400000.0,1437000.0,1399000.0,1428000.0
2014-05-19,1428000.0,1450000.0,1408000.0,1448000.0
2014-05-20,1445000.0,1454000.0,1435000.0,1451000.0
2014-05-21,1435000.0,1450000.0,1435000.0,1441000.0
2014-05-22,1441000.0,1448000.0,1426000.0,1426000.0
2014-05-23,1405000.0,1428000.0,1405000.0,1428000.0
2014-05-26,1420000.0,1432000.0,1415000.0,1422000.0
2014-05-27,1417000.0,1423000.0,1403000.0,1407000.0
2014-05-28,1419000.0,1435000.0,1409000.0,1433000.0
2014-05-29,1450000.0,1465000.0,1440000.0,1460000.0
2014-05-30,1470000.0,1482000.0,1443000.0,1443000.0
2014-06-02,1443000.0,1458000.0,1439000.0,1455000.0
2014-06-03,1484000.0,1495000.0,1465000.0,1470000.0
2014-06-05,1466000.0,1480000.0,1450000.0,1457000.0
2014-06-09,1470000.0,1473000.0,1402000.0,1409000.0
2014-06-10,1421000.0,1438000.0,1405000.0,1436000.0
2014-06-11,1412000.0,1430000.0,1412000.0,1422000.0
2014-06-12,1430000.0,1430000.0,1401000.0,1413000.0
2014-06-13,1402000.0,1404000.0,1363000.0,1367000.0
2014-06-16,1380000.0,1382000.0,1362000.0,1374000.0
2014-06-17,1360000.0,1378000.0,1351000.0,1374000.0
2014-06-18,1373000.0,1376000.0,1356000.0,1358000.0
2014-06-19,1345000.0,1349000.0,1320000.0,1323000.0
2014-06-20,1330000.0,1330000.0,1296000.0,1301000.0
2014-06-23,1321000.0,1332000.0,1316000.0,1322000.0
2014-06-24,1340000.0,1354000.0,1332000.0,1345000.0
2014-06-25,1330000.0,1333000.0,1318000.0,1320000.0
2014-06-26,1309000.0,1343000.0,1307000.0,1325000.0
2014-06-27,1307000.0,1319000.0,1306000.0,1311000.0
2014-06-30,1310000.0,1324000.0,1309000.0,1322000.0
2014-07-01,1308000.0,1314000.0,1301000.0,1310000.0
2014-07-02,1317000.0,1331000.0,1306000.0,1330000.0
2014-07-03,1336000.0,1336000.0,1316000.0,1318000.0
2014-07-04,1322000.0,1326000.0,1303000.0,1306000.0
2014-07-07,1291000.0,1301000.0,1290000.0,1292000.0
2014-07-08,1294000.0,1319000.0,1287000.0,1295000.0
2014-07-09,1287000.0,1308000.0,1283000.0,1308000.0
2014-07-10,1308000.0,1311000.0,1302000.0,1306000.0
2014-07-11,1300000.0,1302000.0,1282000.0,1284000.0
2014-07-14,1298000.0,1300000.0,1286000.0,1286000.0
2014-07-15,1300000.0,1323000.0,1297000.0,1320000.0
2014-07-16,1313000.0,1323000.0,1311000.0,1321000.0
2014-07-17,1326000.0,1335000.0,1320000.0,1330000.0
2014-07-18,1315000.0,1343000.0,1314000.0,1343000.0
2014-07-21,1349000.0,1360000.0,1343000.0,1353000.0
2014-07-22,1348000.0,1358000.0,1345000.0,1348000.0
2014-07-23,1354000.0,1357000.0,1335000.0,1338000.0
2014-07-24,1350000.0,1358000.0,1331000.0,1355000.0
2014-07-25,1346000.0,1355000.0,1335000.0,1355000.0
2014-07-28,1355000.0,1367000.0,1344000.0,1358000.0
2014-07-29,1355000.0,1388000.0,1353000.0,1386000.0
2014-07-30,1388000.0,1408000.0,1374000.0,1395000.0
2014-07-31,1374000.0,1385000.0,1336000.0,1343000.0
2014-08-01,1305000.0,1328000.0,1292000.0,1292000.0
2014-08-04,1300000.0,1317000.0,1291000.0,1317000.0
2014-08-05,1301000.0,1321000.0,1300000.0,1316000.0
2014-08-06,1306000.0,1316000.0,1295000.0,1300000.0
2014-08-07,1300000.0,1302000.0,1285000.0,1290000.0
2014-08-08,1284000.0,1285000.0,1248000.0,1250000.0
2014-08-11,1275000.0,1282000.0,1257000.0,1270000.0
2014-08-12,1270000.0,1294000.0,1262000.0,1266000.0
2014-08-13,1275000.0,1275000.0,1248000.0,1264000.0
2014-08-14,1274000.0,1282000.0,1254000.0,1261000.0
2014-08-18,1279000.0,1280000.0,1250000.0,1250000.0
2014-08-19,1264000.0,1273000.0,1253000.0,1254000.0
2014-08-20,1264000.0,1271000.0,1251000.0,1261000.0
2014-08-21,1255000.0,1261000.0,1231000.0,1235000.0
2014-08-22,1245000.0,1247000.0,1235000.0,1247000.0
2014-08-25,1231000.0,1231000.0,1221000.0,1228000.0
2014-08-26,1235000.0,1235000.0,1221000.0,1222000.0
2014-08-27,1223000.0,1237000.0,1222000.0,1230000.0
2014-08-28,1258000.0,1258000.0,1236000.0,1242000.0
2014-08-29,1238000.0,1238000.0,1228000.0,1234000.0
2014-09-01,1236000.0,1237000.0,1224000.0,1226000.0
2014-09-02,1221000.0,1225000.0,1194000.0,1194000.0
2014-09-03,1200000.0,1200000.0,1180000.0,1189000.0
2014-09-04,1210000.0,1216000.0,1202000.0,1210000.0
2014-09-05,1215000.0,1216000.0,1195000.0,1201000.0
2014-09-11,1200000.0,1207000.0,1192000.0,1192000.0
2014-09-12,1200000.0,1208000.0,1200000.0,1201000.0
2014-09-15,1207000.0,1208000.0,1196000.0,1200000.0
2014-09-16,1208000.0,1215000.0,1201000.0,1206000.0
2014-09-17,1207000.0,1226000.0,1207000.0,1226000.0
2014-09-18,1230000.0,1230000.0,1204000.0,1210000.0
2014-09-19,1223000.0,1223000.0,1206000.0,1210000.0
2014-09-22,1204000.0,1204000.0,1180000.0,1188000.0
2014-09-23,1178000.0,1185000.0,1161000.0,1161000.0
2014-09-24,1152000.0,1161000.0,1141000.0,1150000.0
2014-09-25,1162000.0,1166000.0,1147000.0,1156000.0
2014-09-26,1152000.0,1185000.0,1148000.0,1185000.0
2014-09-29,1193000.0,1200000.0,1170000.0,1195000.0
2014-09-30,1185000.0,1188000.0,1165000.0,1184000.0
2014-10-01,1174000.0,1183000.0,1156000.0,1156000.0
2014-10-02,1165000.0,1165000.0,1141000.0,1141000.0
2014-10-06,1145000.0,1156000.0,1138000.0,1151000.0
2014-10-07,1162000.0,1186000.0,1162000.0,1162000.0
2014-10-08,1142000.0,1151000.0,1124000.0,1130000.0
2014-10-10,1100000.0,1114000.0,1099000.0,1105000.0
2014-10-13,1082000.0,1127000.0,1078000.0,1108000.0
2014-10-14,1127000.0,1146000.0,1120000.0,1127000.0
2014-10-15,1128000.0,1145000.0,1120000.0,1125000.0
2014-10-16,1116000.0,1121000.0,1104000.0,1115000.0
2014-10-17,1106000.0,1115000.0,1087000.0,1089000.0
2014-10-20,1115000.0,1117000.0,1101000.0,1106000.0
2014-10-21,1094000.0,1100000.0,1081000.0,1083000.0
2014-10-22,1097000.0,1104000.0,1090000.0,1104000.0
2014-10-23,1113000.0,1113000.0,1090000.0,1094000.0
2014-10-24,1103000.0,1112000.0,1092000.0,1112000.0
2014-10-27,1101000.0,1111000.0,1087000.0,1095000.0
2014-10-28,1090000.0,1100000.0,1086000.0,1091000.0
2014-10-29,1100000.0,1130000.0,1090000.0,1130000.0
2014-10-30,1129000.0,1183000.0,1115000.0,1181000.0
2014-10-31,1198000.0,1250000.0,1185000.0,1244000.0
2014-11-03,1250000.0,1252000.0,1216000.0,1235000.0
2014-11-04,1219000.0,1242000.0,1205000.0,1217000.0
2014-11-05,1215000.0,1225000.0,1194000.0,1202000.0
2014-11-06,1198000.0,1210000.0,1193000.0,1204000.0
2014-11-07,1218000.0,1218000.0,1195000.0,1206000.0
2014-11-10,1226000.0,1269000.0,1222000.0,1268000.0
2014-11-11,1255000.0,1261000.0,1227000.0,1231000.0
2014-11-12,1231000.0,1234000.0,1219000.0,1230000.0
2014-11-13,1228000.0,1232000.0,1199000.0,1200000.0
2014-11-14,1201000.0,1201000.0,1180000.0,1194000.0
2014-11-17,1190000.0,1220000.0,1182000.0,1205000.0
2014-11-18,1220000.0,1227000.0,1215000.0,1220000.0
2014-11-19,1238000.0,1238000.0,1212000.0,1218000.0
2014-11-20,1206000.0,1220000.0,1206000.0,1210000.0
2014-11-21,1219000.0,1226000.0,1217000.0,1223000.0
2014-11-24,1247000.0,1248000.0,1210000.0,1220000.0
2014-11-25,1224000.0,1224000.0,1190000.0,1190000.0
2014-11-26,1190000.0,1211000.0,1182000.0,1201000.0
2014-11-27,1273000.0,1301000.0,1264000.0,1264000.0
2014-11-28,1295000.0,1296000.0,1274000.0,1287000.0
2014-12-01,1294000.0,1298000.0,1287000.0,1295000.0
2014-12-02,1295000.0,1295000.0,1266000.0,1295000.0
2014-12-03,1300000.0,1301000.0,1295000.0,1298000.0
2014-12-04,1302000.0,1303000.0,1298000.0,1300000.0
2014-12-05,1314000.0,1314000.0,1300000.0,1302000.0
2014-12-08,1303000.0,1321000.0,1302000.0,1319000.0
2014-12-09,1319000.0,1357000.0,1319000.0,1349000.0
2014-12-10,1346000.0,1346000.0,1317000.0,1317000.0
2014-12-11,1317000.0,1319000.0,1294000.0,1305000.0
2014-12-12,1303000.0,1304000.0,1274000.0,1286000.0
2014-12-15,1280000.0,1280000.0,1260000.0,1273000.0
2014-12-16,1270000.0,1289000.0,1268000.0,1279000.0
2014-12-17,1279000.0,1283000.0,1253000.0,1266000.0
2014-12-18,1266000.0,1279000.0,1252000.0,1266000.0
2014-12-19,1294000.0,1328000.0,1287000.0,1328000.0
2014-12-22,1345000.0,1347000.0,1318000.0,1345000.0
2014-12-23,1346000.0,1349000.0,1337000.0,1339000.0
2014-12-24,1339000.0,1343000.0,1339000.0,1343000.0
2014-12-26,1343000.0,1355000.0,1343000.0,1352000.0
2014-12-29,1345000.0,1347000.0,1329000.0,1329000.0
2014-12-30,1330000.0,1335000.0,1321000.0,1327000.0
2015-01-02,1340000.0,1340000.0,1327000.0,1330000.0
2015-01-05,1336000.0,1336000.0,1313000.0,1333000.0
2015-01-06,1315000.0,1317000.0,1288000.0,1295000.0
2015-01-07,1294000.0,1311000.0,1282000.0,1307000.0
2015-01-08,1339000.0,1339000.0,1310000.0,1314000.0
2015-01-09,1314000.0,1322000.0,1314000.0,1314000.0
2015-01-12,1313000.0,1319000.0,1301000.0,1316000.0
2015-01-13,1314000.0,1340000.0,1300000.0,1339000.0
2015-01-14,1339000.0,1355000.0,1335000.0,1345000.0
2015-01-15,1345000.0,1349000.0,1329000.0,1334000.0
2015-01-16,1334000.0,1334000.0,1313000.0,1316000.0
2015-01-19,1329000.0,1349000.0,1320000.0,1343000.0
2015-01-20,1350000.0,1372000.0,1345000.0,1372000.0
2015-01-21,1367000.0,1395000.0,1360000.0,1395000.0
2015-01-22,1398000.0,1399000.0,1378000.0,1378000.0
2015-01-23,1400000.0,1400000.0,1377000.0,1386000.0
2015-01-26,1375000.0,1395000.0,1364000.0,1389000.0
2015-01-27,1375000.0,1400000.0,1374000.0,1400000.0
2015-01-28,1386000.0,1390000.0,1374000.0,1378000.0
2015-01-29,1368000.0,1395000.0,1357000.0,1360000.0
2015-01-30,1360000.0,1377000.0,1360000.0,1365000.0
2015-02-02,1365000.0,1377000.0,1356000.0,1368000.0
2015-02-03,1380000.0,1380000.0,1359000.0,1366000.0
2015-02-04,1375000.0,1381000.0,1359000.0,1359000.0
2015-02-05,1359000.0,1369000.0,1346000.0,1358000.0
2015-02-06,1346000.0,1374000.0,1336000.0,1372000.0
2015-02-09,1360000.0,1399000.0,1357000.0,1395000.0
2015-02-10,1400000.0,1400000.0,1377000.0,1378000.0
2015-02-11,1374000.0,1374000.0,1354000.0,1355000.0
2015-02-12,1340000.0,1358000.0,1331000.0,1344000.0
2015-02-13,1360000.0,1361000.0,1345000.0,1361000.0
2015-02-16,1368000.0,1374000.0,1361000.0,1374000.0
2015-02-17,1374000.0,1377000.0,1364000.0,1377000.0
2015-02-23,1378000.0,1390000.0,1366000.0,1367000.0
2015-02-24,1385000.0,1389000.0,1364000.0,1367000.0
2015-02-25,1380000.0,1385000.0,1373000.0,1379000.0
2015-02-26,1379000.0,1380000.0,1368000.0,1375000.0
2015-02-27,1375000.0,1376000.0,1357000.0,1357000.0
2015-03-02,1375000.0,1423000.0,1367000.0,1423000.0
2015-03-03,1435000.0,1437000.0,1406000.0,1418000.0
2015-03-04,1411000.0,1440000.0,1410000.0,1437000.0
2015-03-05,1439000.0,1443000.0,1417000.0,1422000.0
2015-03-06,1414000.0,1449000.0,1406000.0,1442000.0
2015-03-09,1440000.0,1440000.0,1420000.0,1420000.0
2015-03-10,1434000.0,1443000.0,1420000.0,1421000.0
2015-03-11,1419000.0,1479000.0,1418000.0,1474000.0
2015-03-12,1460000.0,1473000.0,1447000.0,1447000.0
2015-03-13,1461000.0,1479000.0,1455000.0,1457000.0
2015-03-16,1458000.0,1487000.0,1455000.0,1470000.0
2015-03-17,1470000.0,1500000.0,1460000.0,1497000.0
2015-03-18,1496000.0,1506000.0,1486000.0,1503000.0
2015-03-19,1510000.0,1510000.0,1470000.0,1470000.0
2015-03-20,1475000.0,1480000.0,1460000.0,1464000.0
2015-03-23,1462000.0,1474000.0,1458000.0,1467000.0
2015-03-24,1455000.0,1478000.0,1455000.0,1476000.0
2015-03-25,1487000.0,1488000.0,1472000.0,1485000.0
2015-03-26,1450000.0,1456000.0,1421000.0,1421000.0
2015-03-27,1415000.0,1448000.0,1415000.0,1421000.0
2015-03-30,1425000.0,1434000.0,1412000.0,1428000.0
2015-03-31,1449000.0,1452000.0,1430000.0,1441000.0
2015-04-01,1437000.0,1437000.0,1420000.0,1423000.0
2015-04-02,1434000.0,1440000.0,1423000.0,1434000.0
2015-04-03,1434000.0,1440000.0,1420000.0,1434000.0
2015-04-06,1443000.0,1490000.0,1435000.0,1470000.0
2015-04-07,1478000.0,1485000.0,1462000.0,1462000.0
2015-04-08,1470000.0,1485000.0,1460000.0,1479000.0
2015-04-09,1470000.0,1489000.0,1470000.0,1483000.0
2015-04-10,1480000.0,1494000.0,1478000.0,1490000.0
2015-04-13,1479000.0,1491000.0,1468000.0,1479000.0
2015-04-14,1485000.0,1485000.0,1465000.0,1474000.0
2015-04-15,1460000.0,1470000.0,1427000.0,1446000.0
2015-04-16,1462000.0,1477000.0,1447000.0,1477000.0
2015-04-17,1477000.0,1478000.0,1447000.0,1450000.0
2015-04-20,1446000.0,1448000.0,1423000.0,1430000.0
2015-04-21,1421000.0,1445000.0,1420000.0,1444000.0
2015-04-22,1444000.0,1473000.0,1436000.0,1461000.0
2015-04-23,1470000.0,1470000.0,1440000.0,1451000.0
2015-04-24,1449000.0,1455000.0,1400000.0,1410000.0
2015-04-27,1410000.0,1411000.0,1375000.0,1395000.0
2015-04-28,1390000.0,1400000.0,1359000.0,1366000.0
2015-04-29,1367000.0,1394000.0,1364000.0,1385000.0
2015-04-30,1385000.0,1418000.0,1379000.0,1410000.0
2015-05-04,1407000.0,1423000.0,1397000.0,1400000.0
2015-05-06,1390000.0,1391000.0,1356000.0,1362000.0
2015-05-07,1362000.0,1375000.0,1354000.0,1370000.0
2015-05-08,1366000.0,1370000.0,1338000.0,1338000.0
2015-05-11,1360000.0,1360000.0,1336000.0,1336000.0
2015-05-12,1345000.0,1353000.0,1324000.0,1331000.0
2015-05-13,1349000.0,1349000.0,1326000.0,1333000.0
2015-05-14,1341000.0,1343000.0,1328000.0,1340000.0
2015-05-15,1355000.0,1356000.0,1321000.0,1326000.0
2015-05-18,1335000.0,1335000.0,1309000.0,1320000.0
2015-05-19,1321000.0,1355000.0,1307000.0,1338000.0
2015-05-20,1349000.0,1370000.0,1341000.0,1366000.0
2015-05-21,1371000.0,1372000.0,1344000.0,1352000.0
2015-05-22,1353000.0,1353000.0,1335000.0,1350000.0
2015-05-26,1366000.0,1369000.0,1336000.0,1362000.0
2015-05-27,1360000.0,1366000.0,1313000.0,1314000.0
2015-05-28,1317000.0,1321000.0,1301000.0,1309000.0
2015-05-29,1320000.0,1321000.0,1297000.0,1307000.0
2015-06-01,1300000.0,1301000.0,1288000.0,1291000.0
2015-06-02,1300000.0,1303000.0,1288000.0,1303000.0
2015-06-03,1303000.0,1316000.0,1265000.0,1273000.0
2015-06-04,1315000.0,1341000.0,1305000.0,1337000.0
2015-06-05,1325000.0,1355000.0,1320000.0,1341000.0
2015-06-08,1345000.0,1347000.0,1313000.0,1314000.0
2015-06-09,1300000.0,1310000.0,1268000.0,1282000.0
2015-06-10,1282000.0,1294000.0,1262000.0,1262000.0
2015-06-11,1263000.0,1274000.0,1253000.0,1257000.0
2015-06-12,1278000.0,1287000.0,1264000.0,1277000.0
2015-06-15,1255000.0,1274000.0,1255000.0,1270000.0
2015-06-16,1270000.0,1274000.0,1245000.0,1255000.0
2015-06-17,1250000.0,1266000.0,1240000.0,1254000.0
2015-06-18,1259000.0,1279000.0,1251000.0,1265000.0
2015-06-19,1266000.0,1278000.0,1260000.0,1266000.0
2015-06-22,1291000.0,1296000.0,1276000.0,1281000.0
2015-06-23,1309000.0,1328000.0,1291000.0,1321000.0
2015-06-24,1300000.0,1311000.0,1291000.0,1302000.0
2015-06-25,1290000.0,1303000.0,1269000.0,1269000.0
2015-06-26,1252000.0,1290000.0,1252000.0,1278000.0
2015-06-29,1269000.0,1285000.0,1256000.0,1281000.0
2015-06-30,1276000.0,1285000.0,1266000.0,1268000.0
2015-07-01,1268000.0,1302000.0,1259000.0,1295000.0
2015-07-02,1286000.0,1304000.0,1285000.0,1299000.0
2015-07-03,1287000.0,1294000.0,1267000.0,1268000.0
2015-07-06,1253000.0,1260000.0,1223000.0,1230000.0
2015-07-07,1220000.0,1259000.0,1220000.0,1240000.0
2015-07-08,1240000.0,1251000.0,1232000.0,1239000.0
2015-07-09,1230000.0,1265000.0,1226000.0,1265000.0
2015-07-10,1257000.0,1266000.0,1248000.0,1259000.0
2015-07-13,1250000.0,1272000.0,1245000.0,1266000.0
2015-07-14,1265000.0,1270000.0,1221000.0,1225000.0
2015-07-15,1225000.0,1238000.0,1224000.0,1235000.0
2015-07-16,1223000.0,1287000.0,1223000.0,1282000.0
2015-07-17,1300000.0,1311000.0,1278000.0,1305000.0
2015-07-20,1291000.0,1304000.0,1273000.0,1275000.0
2015-07-21,1275000.0,1277000.0,1247000.0,1263000.0
2015-07-22,1244000.0,1260000.0,1235000.0,1253000.0
2015-07-23,1244000.0,1253000.0,1234000.0,1234000.0
2015-07-24,1227000.0,1238000.0,1224000.0,1229000.0
2015-07-27,1229000.0,1247000.0,1228000.0,1230000.0
2015-07-28,1224000.0,1251000.0,1219000.0,1230000.0
2015-07-29,1250000.0,1275000.0,1231000.0,1263000.0
2015-07-30,1258000.0,1260000.0,1215000.0,1215000.0
2015-07-31,1220000.0,1222000.0,1175000.0,1185000.0
2015-08-03,1184000.0,1184000.0,1166000.0,1175000.0
2015-08-04,1175000.0,1187000.0,1170000.0,1182000.0
2015-08-05,1182000.0,1182000.0,1158000.0,1159000.0
2015-08-06,1155000.0,1156000.0,1115000.0,1115000.0
2015-08-07,1120000.0,1137000.0,1115000.0,1136000.0
2015-08-10,1140000.0,1142000.0,1130000.0,1141000.0
2015-08-11,1151000.0,1179000.0,1148000.0,1157000.0
2015-08-12,1150000.0,1164000.0,1140000.0,1154000.0
2015-08-13,1153000.0,1153000.0,1138000.0,1140000.0
2015-08-17,1140000.0,1141000.0,1104000.0,1104000.0
2015-08-18,1118000.0,1141000.0,1117000.0,1131000.0
2015-08-19,1169000.0,1176000.0,1141000.0,1154000.0
2015-08-20,1163000.0,1171000.0,1130000.0,1139000.0
2015-08-21,1099000.0,1128000.0,1096000.0,1101000.0
2015-08-24,1088000.0,1115000.0,1033000.0,1079000.0
2015-08-25,1079000.0,1107000.0,1067000.0,1079000.0
2015-08-26,1068000.0,1074000.0,1050000.0,1067000.0
2015-08-27,1082000.0,1086000.0,1063000.0,1067000.0
2015-08-28,1086000.0,1086000.0,1073000.0,1081000.0
2015-08-31,1071000.0,1089000.0,1052000.0,1089000.0
2015-09-01,1089000.0,1098000.0,1081000.0,1085000.0
2015-09-02,1069000.0,1095000.0,1065000.0,1090000.0
2015-09-03,1102000.0,1123000.0,1093000.0,1122000.0
2015-09-04,1144000.0,1144000.0,1118000.0,1129000.0
2015-09-07,1129000.0,1129000.0,1105000.0,1112000.0
2015-09-08,1113000.0,1136000.0,1106000.0,1131000.0
2015-09-09,1146000.0,1147000.0,1136000.0,1147000.0
2015-09-10,1130000.0,1139000.0,1118000.0,1134000.0
2015-09-11,1126000.0,1133000.0,1115000.0,1115000.0
2015-09-14,1120000.0,1124000.0,1110000.0,1124000.0
2015-09-15,1114000.0,1128000.0,1113000.0,1123000.0
2015-09-16,1121000.0,1157000.0,1121000.0,1152000.0
2015-09-17,1153000.0,1157000.0,1144000.0,1157000.0
2015-09-18,1145000.0,1192000.0,1135000.0,1190000.0
2015-09-21,1163000.0,1173000.0,1150000.0,1150000.0
2015-09-22,1143000.0,1150000.0,1130000.0,1145000.0
2015-09-23,1144000.0,1144000.0,1125000.0,1131000.0
2015-09-24,1126000.0,1135000.0,1125000.0,1126000.0
2015-09-25,1120000.0,1125000.0,1109000.0,1112000.0
2015-09-30,1100000.0,1134000.0,1090000.0,1134000.0
2015-10-01,1140000.0,1145000.0,1121000.0,1134000.0
2015-10-02,1112000.0,1133000.0,1112000.0,1119000.0
2015-10-05,1119000.0,1131000.0,1115000.0,1115000.0
2015-10-06,1130000.0,1155000.0,1127000.0,1151000.0
2015-10-07,1198000.0,1252000.0,1186000.0,1251000.0
2015-10-08,1250000.0,1279000.0,1250000.0,1270000.0
2015-10-12,1260000.0,1263000.0,1247000.0,1260000.0
2015-10-13,1260000.0,1272000.0,1248000.0,1252000.0
2015-10-14,1248000.0,1260000.0,1237000.0,1254000.0
2015-10-15,1244000.0,1282000.0,1243000.0,1269000.0
2015-10-16,1265000.0,1269000.0,1259000.0,1265000.0
2015-10-19,1257000.0,1265000.0,1249000.0,1256000.0
2015-10-20,1260000.0,1273000.0,1256000.0,1266000.0
2015-10-21,1265000.0,1282000.0,1259000.0,1270000.0
2015-10-22,1280000.0,1295000.0,1269000.0,1280000.0
2015-10-23,1300000.0,1300000.0,1278000.0,1289000.0
2015-10-26,1298000.0,1298000.0,1272000.0,1292000.0
2015-10-27,1282000.0,1299000.0,1281000.0,1298000.0
2015-10-28,1294000.0,1308000.0,1291000.0,1308000.0
2015-10-29,1330000.0,1392000.0,1324000.0,1325000.0
